Scenario,Framework,Endpoint,Profile,Throughput,Error_Rate,Latency_P99,CPU_Mean,RAM_Mean,TCP_Max,CPU_Temp_Max_C
B (Inestable),FastAPI,CPU,medium,36.99015643459513,23.599999999999998,858.6158039999999,11.655000000000001,43.714000000000006,7,39.125
B (Inestable),Express,CPU,high,71.53622484316094,26.124625124958346,860.622883,69.63399999999999,44.599000000000004,17,39.5
B (Inestable),Express,IO,medium,28.450443481703473,41.199999999999996,879.706556,2.973,36.40400000000001,40,38.875
B (Inestable),Express,CPU,low,6.870549507429228,29.2358803986711,830.1647651000001,7.5920000000000005,29.497000000000003,3,39.0
B (Inestable),Express,IO,medium,30.037700340952924,38.0,881.3136693499999,3.3059999999999996,36.194,41,39.0
B (Inestable),FastAPI,CPU,high,72.08613770010842,25.724758413862048,859.79430046,22.773,41.599000000000004,15,39.875
B (Inestable),Express,IO,low,6.375288096732731,34.55149501661129,874.93202092,1.3010000000000002,28.847,11,39.0
B (Inestable),FastAPI,IO,low,5.902961900068092,39.202657807308974,873.13448516,1.533,42.491,8,38.875
B (Inestable),Express,CPU,high,71.3406981447571,26.3,854.1701888500002,69.696,42.423,17,39.25
B (Inestable),Express,CPU,high,69.40094530708087,28.46666666666667,862.2915775,67.107,43.483,17,40.25
B (Inestable),FastAPI,CPU,medium,36.75521186137056,24.183877415056628,858.5113734299999,12.488,41.51,11,39.0
B (Inestable),Express,IO,high,59.512696128771275,38.52049316894369,882.59050283,4.776999999999999,37.955999999999996,79,39.75
B (Inestable),Express,CPU,low,7.3136672253458075,24.916943521594686,846.1735870399999,7.457000000000001,29.660000000000004,3,39.5
B (Inestable),FastAPI,CPU,high,72.38404189443422,25.224925024991666,858.5999391,22.783,41.584999999999994,20,39.0
B (Inestable),FastAPI,CPU,low,7.388052201690968,24.25249169435216,846.13472747,2.8049999999999997,41.251999999999995,2,40.0
B (Inestable),Express,IO,high,59.436915843621094,38.62045984671776,881.33095175,4.532000000000001,38.522000000000006,77,39.125
B (Inestable),FastAPI,IO,high,59.19080330666811,38.853715428190604,882.2374205,9.936,47.07000000000001,79,39.5
B (Inestable),Express,IO,low,6.4609784424551675,33.5548172757475,877.9331445,1.473,28.862000000000002,10,39.5
B (Inestable),Express,CPU,medium,35.50579066804677,26.71552298467688,855.7940484,35.391000000000005,36.946,9,39.375
B (Inestable),FastAPI,CPU,medium,35.72154135938572,26.31578947368421,856.32374466,11.939,41.471999999999994,12,39.625
B (Inestable),FastAPI,IO,low,5.727918874260698,41.19601328903654,882.7888194000001,1.4380000000000002,42.765,12,39.25
B (Inestable),Express,IO,low,5.806271644516818,40.19933554817276,889.28950924,1.3399999999999999,29.258,13,38.875
B (Inestable),Express,CPU,medium,36.41829405368918,24.783477681545637,853.83598778,34.799,34.441,11,39.75
B (Inestable),Express,CPU,medium,36.80510450452421,23.984010659560294,867.2408131999999,35.744,40.721000000000004,8,39.25
B (Inestable),Express,IO,medium,29.77257398374915,38.50766155896069,877.7005069,3.3999999999999995,35.833,45,39.125
B (Inestable),FastAPI,IO,low,5.580396104251909,42.524916943521596,873.48875883,1.499,44.815999999999995,13,39.0
B (Inestable),Express,CPU,low,7.1892097240398085,26.910299003322258,871.44356649,7.301,29.695999999999998,4,39.75
B (Inestable),Express,IO,medium,30.0961612162953,37.84143904063957,880.8650743500001,3.539999999999999,35.660999999999994,39,39.125
B (Inestable),Express,IO,low,5.677261616886258,41.52823920265781,875.4678191600001,1.2979999999999998,29.166000000000004,15,39.5
B (Inestable),FastAPI,IO,medium,29.986256067116205,38.107928047968024,880.08317146,5.052,44.914,43,39.5
B (Inestable),Express,CPU,high,71.9566757410141,25.691436187937356,860.8963936399999,65.79099999999998,41.358000000000004,19,39.25
B (Inestable),FastAPI,IO,medium,25.32176176634119,47.66666666666667,890.60498424,5.462999999999999,47.364,43,39.875
B (Inestable),FastAPI,IO,medium,30.05038524208164,37.9746835443038,881.16310308,5.191000000000001,44.678999999999995,40,39.0
B (Inestable),Express,IO,high,60.42670731511702,37.62079306897701,879.29230684,4.7669999999999995,38.355000000000004,71,39.375
B (Inestable),Express,CPU,high,72.57006881877966,25.05831389536821,854.27025336,67.155,42.997,17,40.125
B (Inestable),FastAPI,IO,medium,27.532820645794743,43.13333333333333,879.34678624,5.55,46.021,42,38.875
B (Inestable),Express,CPU,medium,35.99874560512939,25.649566955363092,866.03781111,34.484,38.033,12,39.375
B (Inestable),FastAPI,IO,high,59.19120918106024,38.853715428190604,879.0544717,9.721,45.859,72,39.875
B (Inestable),FastAPI,CPU,low,7.532084651905308,22.92358803986711,859.6381231199999,2.925,41.315000000000005,2,38.875
B (Inestable),Express,IO,medium,29.70831330944094,38.64090606262492,881.7527775,3.4090000000000003,35.459,40,39.5
B (Inestable),Express,CPU,medium,35.76916709189126,26.31578947368421,856.48501995,35.587,36.949,11,39.125
B (Inestable),Express,CPU,medium,36.095888810299975,25.449700199866754,863.49814565,36.316,40.428000000000004,10,39.0
B (Inestable),FastAPI,IO,high,55.69300741081371,42.46666666666667,880.7072422800001,9.666,46.831999999999994,83,39.0
B (Inestable),Express,CPU,low,7.304981449218272,25.249169435215947,858.4687346000001,7.696000000000001,29.7,2,38.875
B (Inestable),FastAPI,IO,medium,28.415486706758102,41.53333333333333,877.69426492,5.011,44.437000000000005,45,39.0
B (Inestable),FastAPI,CPU,medium,35.86082080825095,25.933333333333337,859.07510068,11.200999999999999,41.54299999999999,7,39.5
B (Inestable),FastAPI,CPU,medium,34.740636890070675,28.247834776815456,857.8869452799998,11.626999999999999,43.686,9,39.0
B (Inestable),FastAPI,CPU,high,71.07564709434065,26.624458513828724,860.1345837199999,21.788,41.656000000000006,20,39.25
B (Inestable),FastAPI,IO,low,5.421808080802133,44.333333333333336,867.5417030000001,1.5020000000000002,42.495999999999995,13,38.875
B (Inestable),Express,CPU,low,6.967474221075274,28.23920265780731,846.4742845700001,8.149000000000001,29.385,2,39.375
B (Inestable),FastAPI,CPU,high,71.90419724151764,25.791402865711426,854.4444286,23.289,41.63,14,39.0
B (Inestable),Express,CPU,low,7.629598626887279,21.92691029900332,739.5956790199999,8.396,29.856,2,39.75
B (Inestable),Express,IO,low,6.168658343252783,36.87707641196013,879.8254703800001,1.222,29.012,11,38.875
B (Inestable),Express,CPU,low,7.328740732374052,25.0,873.6759259400001,8.047,29.747000000000003,5,38.875
B (Inestable),Express,CPU,high,70.73963179071362,26.924358547150952,860.8909302,67.236,45.894,19,40.125
B (Inestable),FastAPI,CPU,medium,34.74060414659421,28.247834776815456,858.0209633,11.745999999999999,41.374,13,38.875
B (Inestable),Express,IO,high,60.59773607444643,37.4,879.9880576,4.816,37.705,78,39.5
B (Inestable),FastAPI,IO,low,5.649180225321808,42.0,864.91750602,1.388,42.433,10,39.75
B (Inestable),FastAPI,IO,medium,27.978447983260693,42.4,883.03930307,5.051,45.583000000000006,40,39.625
B (Inestable),Express,IO,medium,30.61885309961018,36.84210526315789,881.84891163,3.628,35.898,41,39.0
B (Inestable),Express,IO,medium,28.933497328774664,40.2398401065956,878.0604781999999,3.1480000000000006,35.61300000000001,41,39.75
B (Inestable),FastAPI,IO,high,57.87275400263268,40.233333333333334,883.3676467399999,9.791,45.692,76,38.875
B (Inestable),FastAPI,IO,medium,29.354101005136712,39.37375083277815,880.394149,5.537,45.551,47,40.0
B (Inestable),Express,IO,medium,27.277171809637096,43.695797198132084,882.961542,3.2560000000000002,36.11399999999999,49,39.375
B (Inestable),FastAPI,CPU,medium,37.02977744469302,23.717521652231845,859.8974186,11.391,43.676,8,39.125
B (Inestable),FastAPI,CPU,low,7.559947267489827,22.591362126245848,847.849171,2.7430000000000003,41.38,3,38.875
B (Inestable),Express,CPU,high,71.86684093928308,25.75808063978674,855.5716384,70.82300000000001,44.122,17,39.875
B (Inestable),FastAPI,IO,high,59.66961563261175,38.42052649116961,883.93638401,9.753,47.5,74,39.0
B (Inestable),FastAPI,CPU,high,73.15762263360769,24.425191602799067,857.1726522099999,22.706,41.593,17,39.625
B (Inestable),FastAPI,IO,low,5.602284030223128,42.66666666666667,884.8725777599999,1.5769999999999997,44.522000000000006,11,39.75
B (Inestable),FastAPI,IO,low,5.439589518792771,44.518272425249165,875.47804503,1.483,42.501999999999995,12,38.875
B (Inestable),Express,CPU,medium,35.81854093685224,26.11592271818787,863.4692674999999,34.995000000000005,37.173,6,39.125
B (Inestable),Express,IO,medium,31.547288988562535,34.843437708194536,877.01117472,3.5439999999999996,35.85,47,40.0
B (Inestable),FastAPI,CPU,medium,35.06277219270374,27.58161225849434,852.52125908,11.559000000000001,41.495,11,40.0
B (Inestable),Express,CPU,medium,36.01299417949106,25.716189207195207,855.70267805,32.451,42.518,16,39.0
B (Inestable),FastAPI,CPU,low,7.44299525888234,23.588039867109632,827.0394380099999,2.5100000000000002,41.288,2,39.125
B (Inestable),Express,IO,low,6.018994675829915,38.205980066445186,884.0513264,1.3079999999999998,29.121,11,39.25
B (Inestable),FastAPI,CPU,high,71.35579185803947,26.357880706431192,858.3042479200001,21.617,41.686,21,39.125
B (Inestable),Express,CPU,low,7.133186577817041,27.0,859.87728436,7.212000000000001,29.752999999999997,4,39.0
B (Inestable),Express,CPU,medium,36.72235209456064,24.450366422385077,871.42608826,37.547000000000004,45.712,11,40.0
B (Inestable),Express,IO,high,56.69405220466698,41.43333333333333,879.0469154,4.868,38.379999999999995,77,39.25
B (Inestable),Express,CPU,high,72.89880243645635,24.691769410196603,858.2759864199999,66.492,47.928,15,39.375
B (Inestable),FastAPI,CPU,high,72.61138496392395,25.15828057314228,853.7870242,21.181000000000004,41.65,18,39.375
B (Inestable),FastAPI,CPU,low,6.935292600072214,28.57142857142857,875.1214083900002,2.2990000000000004,43.54600000000001,3,38.875
B (Inestable),Express,IO,high,55.2414444580975,42.91430476825609,881.6206427,5.271,39.108000000000004,75,39.0
B (Inestable),Express,IO,high,60.380044072107104,37.687437520826386,881.6206288000001,4.643999999999999,38.04299999999999,74,39.875
B (Inestable),FastAPI,IO,high,58.70853757794717,39.35354881706098,881.09383955,9.776,46.079,76,39.125
B (Inestable),Express,CPU,high,71.07557209363284,26.624458513828724,855.62558728,69.46099999999998,47.06,17,39.375
B (Inestable),FastAPI,IO,high,58.77143179918104,39.2869043652116,882.6793545099999,9.969,45.90500000000001,73,39.125
B (Inestable),FastAPI,IO,high,60.04964709991609,37.98733755414862,880.5882334000001,9.84,47.033,71,39.625
B (Inestable),FastAPI,CPU,high,70.76177514766279,26.924358547150952,850.73549034,21.275,41.59400000000001,17,39.25
B (Inestable),FastAPI,IO,low,5.9029623204925485,39.202657807308974,877.6842689199999,1.411,42.673,9,39.125
B (Inestable),FastAPI,IO,low,5.778931550638893,40.863787375415285,881.8999630899999,1.563,42.758,12,38.875
B (Inestable),Express,CPU,high,71.48673358377515,26.391202932355885,850.68090588,70.38300000000001,42.835,20,39.625
B (Inestable),Express,IO,high,57.338605338940965,40.766666666666666,881.15618838,5.069999999999999,38.788,75,39.0
B (Inestable),FastAPI,IO,low,5.9675911090461575,38.53820598006645,880.6459247199999,1.577,42.653,11,39.0
B (Inestable),FastAPI,IO,medium,29.321094352267682,39.44037308461026,883.1493613399999,5.216000000000001,44.562,42,39.25
B (Inestable),FastAPI,CPU,medium,35.075810768672866,27.648234510326446,869.1238196199998,10.973,41.504000000000005,8,39.625
B (Inestable),FastAPI,IO,medium,30.53477947560821,36.97534976682212,882.1078310199999,5.381,44.271,42,39.0
B (Inestable),FastAPI,CPU,medium,35.21556243945568,27.266666666666666,854.6381005899999,11.594,43.75099999999999,9,39.375
B (Inestable),Express,CPU,high,71.81775235192542,25.85804731756081,853.9690823999999,68.271,45.189,15,39.25
B (Inestable),FastAPI,CPU,low,7.128522734484642,26.578073089701,873.6542493000001,2.5029999999999997,41.367000000000004,4,38.875
B (Inestable),Express,CPU,high,72.30962011721121,25.324891702765743,861.2464122,66.701,43.517,20,39.25
B (Inestable),FastAPI,CPU,medium,35.51415994656164,26.98201199200533,857.0616007000001,11.101,43.67100000000001,9,38.875
B (Inestable),Express,CPU,high,72.29984639212077,25.358213928690436,855.9722679999999,68.8,42.564,24,39.375
B (Inestable),FastAPI,IO,low,5.999596174535836,38.205980066445186,877.63695384,1.4969999999999999,42.542,11,39.5
B (Inestable),Express,IO,medium,29.04161994847638,40.17321785476349,883.204842,3.465,35.675,42,39.625
B (Inestable),Express,CPU,medium,36.84937195520644,24.333333333333336,845.6907302,36.227000000000004,37.934,10,39.625
B (Inestable),Express,IO,high,58.2600782188907,39.853382205931354,877.60721388,4.814,38.041000000000004,82,39.625
B (Inestable),FastAPI,CPU,low,7.393810959919337,24.58471760797342,859.8508435199999,2.714,41.265,2,39.75
B (Inestable),FastAPI,IO,high,56.6620532262667,41.46666666666667,878.99604169,9.823,45.938,71,39.0
B (Inestable),Express,IO,low,5.686769868019476,41.52823920265781,881.2740717,1.3860000000000001,30.880000000000003,12,39.375
B (Inestable),Express,IO,medium,30.385309404435883,37.241838774150565,882.48062792,3.4230000000000005,35.81699999999999,42,38.875
B (Inestable),Express,IO,high,60.436944264649206,37.587470843052316,878.88007679,4.697000000000001,37.97699999999999,81,39.875
B (Inestable),FastAPI,CPU,medium,34.18540869214869,29.666666666666668,851.50740276,11.389,41.538,11,38.875
B (Inestable),FastAPI,CPU,high,71.53638020469438,26.291236254581808,858.2305009099999,22.058999999999997,43.86800000000001,13,39.875
B (Inestable),FastAPI,CPU,high,72.76959686139773,24.925024991669442,854.5703659599999,21.492,41.551,14,40.0
B (Inestable),FastAPI,IO,high,57.12759961212144,40.98633788737088,878.5908215000001,9.733,47.498000000000005,79,39.375
B (Inestable),FastAPI,IO,high,52.43289834430397,45.83333333333333,884.0552045,10.037,49.345,96,39.0
B (Inestable),Express,CPU,medium,35.74047721014319,26.18254497001999,860.94810268,34.59,41.225,11,39.75
B (Inestable),Express,IO,low,6.2577811793407525,35.548172757475086,872.89355616,1.417,29.029999999999994,10,40.0
B (Inestable),FastAPI,IO,high,59.44912355555631,38.58713762079307,879.1653615600001,9.653,45.90500000000001,75,39.25
B (Inestable),FastAPI,IO,medium,28.519459236224908,41.13333333333333,877.69688418,5.139,45.95199999999999,39,38.875
B (Inestable),FastAPI,CPU,low,7.571453849905955,22.259136212624583,839.82537804,2.973,41.340999999999994,3,39.625
B (Inestable),Express,IO,low,5.64909911440879,42.19269102990033,883.12979748,1.316,29.153000000000002,10,39.0
B (Inestable),Express,CPU,medium,36.45026982483683,24.716855429713526,854.56700681,34.529,39.196,9,40.125
B (Inestable),Express,CPU,low,7.725463356464477,22.259136212624583,856.030171,8.048,29.751000000000005,2,39.5
B (Inestable),FastAPI,CPU,low,7.344050606314674,25.581395348837212,845.22020746,2.7880000000000003,65.166,2,38.75
C (Caos),FastAPI,IO,low,4.196204095092787,56.810631229235874,934.39302591,1.221,42.438,16,39.625
C (Caos),FastAPI,IO,low,4.239185986634695,56.47840531561462,919.56219758,1.4200000000000002,42.522000000000006,13,39.75
C (Caos),Express,IO,medium,22.526412501773642,53.564290473017984,938.7245910199999,3.431,35.677,52,39.75
C (Caos),Express,CPU,low,6.0516035198693245,37.87375415282392,936.4637273799999,6.909000000000001,29.2,5,39.0
C (Caos),Express,IO,high,42.94774545645179,55.63333333333333,943.9215609799999,4.23,38.813,101,39.875
C (Caos),Express,CPU,medium,29.340777054946006,39.44037308461026,889.8355934399999,30.861,42.242000000000004,16,39.875
C (Caos),FastAPI,IO,high,43.514709781750426,55.0483172275908,944.4318581800001,9.02,46.486000000000004,99,39.875
C (Caos),Express,IO,medium,21.321413256518245,55.93333333333334,936.3287396000003,3.3909999999999996,35.751000000000005,60,39.75
C (Caos),FastAPI,IO,low,4.483665743273781,53.820598006644516,931.6271674599999,1.4309999999999998,42.62,14,38.5
C (Caos),Express,CPU,medium,29.552878291903443,39.04063957361758,924.3418228000003,32.236000000000004,36.336,16,38.75
C (Caos),Express,IO,high,43.74049217179586,54.815061646117954,942.4767807000001,4.585,39.001999999999995,93,39.875
C (Caos),Express,IO,medium,23.16043281054428,52.16522318454364,948.9407248800002,3.3810000000000002,35.792,47,39.75
C (Caos),FastAPI,CPU,low,5.715699897393694,41.52823920265781,887.65559714,2.129,41.339999999999996,6,38.625
C (Caos),Express,IO,low,4.317878536281446,55.81395348837209,947.36959088,1.223,28.779000000000003,15,39.625
C (Caos),Express,CPU,high,59.57901172388586,38.4538487170943,896.7068867200002,61.496,46.75699999999999,30,38.875
C (Caos),Express,IO,medium,19.592613510235342,59.53333333333334,945.76117456,3.322,36.118,65,39.75
C (Caos),Express,CPU,low,5.588010685489062,43.18936877076412,912.7222900199996,6.787000000000001,28.762999999999998,4,39.75
C (Caos),Express,CPU,medium,30.328125538405985,37.4,898.9021798000001,30.740000000000002,34.376,18,39.75
C (Caos),Express,IO,medium,23.319486543593403,51.866666666666674,947.7846015700001,3.442,35.985,48,39.75
C (Caos),FastAPI,CPU,high,59.47498463704723,38.62045984671776,891.8828341399999,20.17,43.980000000000004,31,39.75
C (Caos),Express,CPU,medium,30.39307758572681,37.30846102598267,911.78754996,30.772999999999996,34.437000000000005,13,39.875
C (Caos),Express,IO,high,45.6108815337817,52.88237254248583,940.0828036000003,4.39,38.805,90,39.75
C (Caos),FastAPI,CPU,low,5.895493994416043,39.8671096345515,915.2640088799999,2.0650000000000004,41.426,7,39.625
C (Caos),FastAPI,CPU,medium,30.095640227686864,37.84143904063957,918.2813017999997,10.650999999999998,41.650000000000006,22,39.625
C (Caos),Express,CPU,low,6.439772513463233,33.88704318936877,889.58022073,6.339,29.817,5,39.875
C (Caos),Express,IO,low,3.8707753796324904,60.13289036544851,956.1774331,1.231,28.681,17,39.75
C (Caos),FastAPI,IO,medium,21.69061175003361,55.22984676882079,946.79678016,5.358,45.895,55,39.125
C (Caos),FastAPI,IO,medium,21.57984389542137,55.42971352431712,944.80091656,5.055999999999999,44.364,47,38.875
C (Caos),Express,CPU,high,59.939589337779815,38.120626457847386,910.92736364,62.896,41.205,34,40.125
C (Caos),FastAPI,IO,high,39.64446746226669,59.03333333333334,944.49732353,9.321,47.190999999999995,111,39.875
C (Caos),Express,CPU,low,6.245634231368014,36.544850498338874,878.487411,6.781000000000001,29.148999999999994,4,39.875
C (Caos),Express,CPU,low,5.770370358172206,41.52823920265781,871.5596005300001,5.85,29.064999999999998,3,39.875
C (Caos),Express,CPU,high,59.13760143678179,38.987004331889366,911.9305356000002,58.715999999999994,43.368,35,39.375
C (Caos),Express,CPU,medium,30.373634924157003,37.266666666666666,892.51405274,31.686,34.4,19,39.0
C (Caos),FastAPI,IO,low,4.305314830849996,55.81395348837209,919.385167,1.374,44.436,14,39.5
C (Caos),Express,CPU,medium,30.38567494808772,37.241838774150565,891.7270032700001,31.487000000000002,34.453,13,38.625
C (Caos),FastAPI,IO,low,4.142204963572786,57.475083056478404,921.9011332200001,1.351,44.628,13,38.5
C (Caos),FastAPI,CPU,medium,29.069235765913877,40.03997335109927,912.5153104399999,10.218,41.736000000000004,20,39.875
C (Caos),FastAPI,IO,low,4.161030375899043,57.14285714285714,915.28071198,1.389,42.608,14,38.75
C (Caos),Express,CPU,low,5.844027796383814,40.19933554817276,875.65878,6.712999999999999,28.818,4,38.625
C (Caos),FastAPI,IO,high,42.51398702673557,56.08130623125624,944.7943689000001,8.925,46.689,96,38.625
C (Caos),Express,CPU,low,5.773882975878181,40.53156146179402,892.3464081,6.132,91.11500000000001,4,38.625
C (Caos),FastAPI,CPU,high,60.51248014336953,37.48750416527824,893.0184400399999,19.259,41.93599999999999,28,39.75
C (Caos),FastAPI,IO,medium,20.98084696572034,56.69553630912725,944.3464314400001,5.212000000000001,45.164,49,39.75
C (Caos),FastAPI,CPU,low,5.825013133000179,40.19933554817276,907.94069249,2.1719999999999997,41.339999999999996,4,39.875
C (Caos),Express,IO,low,4.354647200300482,55.14950166112956,948.11684723,1.2419999999999998,28.558,17,38.5
C (Caos),FastAPI,CPU,medium,28.934497411814334,40.2398401065956,912.63425799,9.975999999999999,41.624,20,39.875
C (Caos),Express,IO,high,46.61103197931661,51.84938353882039,949.1938331099999,4.377,38.912,90,38.625
C (Caos),Express,IO,medium,20.837579488110897,56.9620253164557,943.9321869099998,3.3080000000000007,35.65999999999999,56,39.25
C (Caos),Express,CPU,high,60.082959535407404,37.954015328223925,893.68584438,59.83200000000001,42.56999999999999,38,38.75
C (Caos),FastAPI,CPU,high,59.938045599814025,38.120626457847386,897.71418588,19.622999999999998,41.86,30,39.0
C (Caos),FastAPI,CPU,low,5.903094704811736,39.202657807308974,864.4960015,2.532,65.261,4,38.125
C (Caos),FastAPI,CPU,low,6.14849266755347,36.87707641196013,861.49314094,2.572,41.432,4,39.875
C (Caos),Express,CPU,high,61.72801492291469,36.25458180606464,884.4139913799999,60.793000000000006,41.407000000000004,30,40.0
C (Caos),FastAPI,IO,medium,20.41722493553887,57.8,934.51728478,4.9910000000000005,45.877,57,39.75
C (Caos),Express,IO,medium,22.67300717480258,53.23117921385743,949.8993629800001,3.5739999999999994,35.798,52,39.875
C (Caos),FastAPI,CPU,low,6.39579591506549,34.55149501661129,895.4574513399997,2.636,41.45,6,39.875
C (Caos),FastAPI,CPU,low,5.792736501926419,40.33333333333333,851.96591838,2.153,43.577,7,39.125
C (Caos),FastAPI,CPU,medium,30.211243855234653,37.6,907.1531115199996,10.081,41.706,16,39.625
C (Caos),FastAPI,IO,medium,20.205681565809194,58.266666666666666,949.19176728,4.901,46.251,48,39.875
C (Caos),Express,CPU,low,5.838464592989396,39.8671096345515,950.6112949599999,7.579000000000001,29.043000000000006,5,38.625
C (Caos),Express,CPU,high,59.13117945095433,38.953682105964674,902.58220425,59.270999999999994,41.961,30,39.625
C (Caos),FastAPI,CPU,low,5.64478953431671,41.86046511627907,905.3717628800001,2.011,41.523999999999994,7,39.875
C (Caos),Express,IO,high,45.67617192679599,52.800000000000004,945.0385806,4.247,38.551,94,39.875
C (Caos),FastAPI,IO,low,4.498070111852849,53.820598006644516,948.1529751800005,1.3239999999999996,42.772,16,39.0
C (Caos),Express,CPU,medium,30.3730355019163,37.30846102598267,900.04175922,28.813000000000006,34.363,10,39.0
C (Caos),FastAPI,CPU,low,5.8705776515192145,39.53488372093023,888.979184,2.247,41.512,6,39.625
C (Caos),FastAPI,CPU,high,59.51367540820772,38.52049316894369,893.49755256,19.912999999999997,41.848,23,39.875
C (Caos),FastAPI,CPU,high,58.169742757951695,39.98667110963012,894.7402589,19.265,41.925,29,39.75
C (Caos),FastAPI,CPU,high,59.876186862661136,38.18727090969677,898.28998494,19.558,41.948,31,39.875
C (Caos),Express,IO,low,4.045129201882028,58.4717607973422,949.4282953699995,1.0770000000000002,28.689999999999998,13,39.75
C (Caos),FastAPI,IO,low,4.290092083823192,55.81395348837209,933.171587,1.402,42.522,12,39.75
C (Caos),Express,IO,medium,19.675432032512813,59.46666666666667,949.6236467499999,2.9939999999999998,36.626999999999995,62,38.625
C (Caos),FastAPI,IO,high,39.41669728703524,59.333333333333336,947.50261778,9.385,49.229,115,39.5
C (Caos),Express,CPU,high,59.513806930218465,38.52049316894369,910.9651095,59.431000000000004,36.926,33,40.125
C (Caos),FastAPI,IO,low,4.064317106503331,58.139534883720934,948.4551212099999,1.2710000000000001,42.58800000000001,15,39.75
C (Caos),FastAPI,IO,low,3.7417725961813946,61.461794019933556,968.730636,1.5219999999999998,42.69800000000001,16,38.625
C (Caos),FastAPI,CPU,low,6.515955717715003,32.89036544850498,904.4930920499999,2.352,41.389,4,39.75
C (Caos),Express,CPU,low,6.2578169605236456,35.548172757475086,895.4521868799999,6.639,29.107000000000006,8,38.5
C (Caos),FastAPI,IO,medium,20.87014297206245,56.86666666666667,950.4587523,4.7490000000000006,44.96900000000001,50,38.625
C (Caos),FastAPI,IO,high,43.771062347318896,54.78173942019326,946.98157425,9.093,45.775000000000006,90,39.875
C (Caos),FastAPI,IO,low,4.3223985458569265,55.48172757475083,957.4079437099999,1.334,42.617,13,39.625
C (Caos),Express,CPU,high,58.80844929747162,39.2869043652116,896.3397365800002,59.892999999999994,41.532,31,40.125
C (Caos),Express,CPU,medium,29.630851272831126,38.84077281812125,902.5846322000001,31.516999999999996,34.13,14,40.0
C (Caos),FastAPI,CPU,high,58.91167256114033,39.22025991336221,896.3909041399999,19.842000000000002,41.807,32,38.625
C (Caos),Express,IO,low,4.5158897227337045,53.48837209302325,931.2610223800001,1.175,29.169,14,39.625
C (Caos),FastAPI,CPU,medium,30.114452218262304,37.8,892.1315299,10.201,41.632,16,38.625
C (Caos),FastAPI,CPU,high,58.58994769427703,39.55348217260913,926.3091467999998,19.409000000000002,41.898,29,39.375
C (Caos),Express,CPU,low,5.889599373661946,39.33333333333333,891.07260685,6.159000000000001,29.204,4,39.75
C (Caos),Express,IO,high,46.09595453907624,52.38253915361546,948.06331798,4.494999999999999,38.634,96,40.0
C (Caos),Express,IO,low,4.29362857062793,55.81395348837209,911.6255463199998,1.165,28.653000000000002,14,39.875
C (Caos),Express,IO,low,4.096607548310673,57.80730897009967,945.2060726000002,1.237,31.150000000000006,18,38.75
C (Caos),FastAPI,CPU,high,59.51407657797835,38.52049316894369,912.9639712400004,19.105999999999998,41.845000000000006,26,40.0
C (Caos),Express,IO,low,3.9353223184967607,59.46843853820598,904.7004953,1.177,28.994999999999997,14,38.875
C (Caos),Express,IO,medium,23.11029629554305,52.298467688207865,935.6389678300001,3.3229999999999995,35.767,48,38.5
C (Caos),FastAPI,CPU,medium,29.907910297602815,38.266666666666666,891.99892223,10.353,41.808,13,39.75
C (Caos),Express,IO,high,43.73743551683968,54.833333333333336,947.5810170000001,4.849000000000001,38.825,100,39.875
C (Caos),FastAPI,IO,medium,20.980320476822545,56.666666666666664,946.23031678,5.126,44.45,56,39.75
C (Caos),FastAPI,IO,medium,20.832513604202823,57.0286475682878,949.4461772799998,5.2170000000000005,44.92,52,39.5
C (Caos),Express,IO,low,4.548184097233235,53.156146179402,946.967903,1.307,29.046,14,39.75
C (Caos),Express,IO,medium,21.6072272832828,55.42971352431712,952.4668996,3.154,35.282,51,39.875
C (Caos),FastAPI,IO,high,40.96560253332099,57.666666666666664,932.2935505199999,8.895999999999999,48.323,99,38.625
C (Caos),Express,IO,medium,22.077753482114197,54.43037974683544,945.34948512,3.332,35.907,51,39.375
C (Caos),FastAPI,IO,high,42.90141698722118,55.68143952015995,946.0083589399999,9.587,45.906,97,38.875
C (Caos),Express,IO,high,44.771956511802955,53.74875041652783,945.40680569,4.516,38.607,99,39.875
C (Caos),Express,IO,low,4.806233616720112,50.498338870431894,945.58536,1.215,28.852000000000004,15,38.5
C (Caos),Express,CPU,low,5.973864462648004,38.87043189368771,939.94400446,7.797,28.930999999999994,3,39.875
C (Caos),FastAPI,IO,low,4.5778386231808215,53.156146179402,919.2714898600001,1.372,42.497,16,38.875
C (Caos),FastAPI,CPU,high,59.642436250497695,38.38720426524492,898.20148104,18.687,41.872,36,38.625
C (Caos),Express,CPU,medium,30.586964430083672,36.908727514990005,917.3883761299999,31.967999999999996,34.465,13,39.875
C (Caos),Express,CPU,medium,30.0113444020201,38.13333333333333,897.8173973999999,32.42700000000001,41.056,13,39.875
C (Caos),Express,CPU,low,5.876332659946647,39.8671096345515,897.2368243599998,5.904999999999999,29.078000000000003,3,39.625
C (Caos),Express,IO,medium,22.86984155052422,52.76482345103265,944.7538844,3.304,36.269999999999996,50,38.625
C (Caos),Express,CPU,high,60.88883468070989,37.12095968010663,921.24058486,61.61399999999999,45.038,33,39.125
C (Caos),FastAPI,CPU,medium,30.417783592398713,37.17521652231846,904.9750155599995,10.555000000000001,43.763,13,39.875
C (Caos),FastAPI,IO,high,40.39854447585902,58.266666666666666,950.7821314100001,9.437,47.885,110,39.875
