Scenario,Framework,Endpoint,Profile,Throughput,Error_Rate,Latency_P99,CPU_Mean,RAM_Mean,TCP_Max,CPU_Temp_Max_C
A (Ideal),FastAPI,CPU,medium,50.02797688287366,0.0,3.835298509999999,15.11111111111111,41.440000000000005,0,42.75
A (Ideal),FastAPI,IO,low,10.032554385411323,0.0,2.2960916299999985,1.6544444444444444,44.40555555555555,1,42.875
A (Ideal),Express,CPU,low,10.030336961076959,0.0,13.260587309999979,10.188888888888888,30.603333333333335,1,42.75
A (Ideal),Express,CPU,medium,50.018823612881825,0.0,14.957183969999996,45.58444444444444,38.49222222222223,1,42.875
B (Inestable),FastAPI,CPU,high,71.49866415233363,26.257914028657115,860.87783599,21.381999999999998,41.571000000000005,19,39.125
B (Inestable),FastAPI,IO,medium,28.823469853278905,40.50632911392405,882.12873099,5.08,44.373999999999995,36,39.625
B (Inestable),FastAPI,CPU,high,73.41699373634967,24.158613795401532,848.2561704999999,22.195,41.672000000000004,13,39.0
B (Inestable),Express,CPU,low,6.8063583352752,29.900332225913623,859.6339392599999,8.221,29.467999999999996,3,38.875
B (Inestable),Express,CPU,low,7.3545917090363,24.25249169435216,877.95644353,7.877,29.689000000000004,3,40.0
B (Inestable),Express,IO,low,6.306964805747184,35.880398671096344,883.29663004,1.435,28.921,14,39.625
B (Inestable),Express,IO,medium,30.41809212385066,37.17521652231846,881.400546,3.3049999999999997,35.681999999999995,42,39.875
B (Inestable),Express,CPU,low,7.1610660878872325,26.245847176079735,836.4181947799991,6.743,29.544,1,39.25
B (Inestable),Express,CPU,high,71.65673553304512,26.024658447184272,857.5017227999999,68.115,46.056999999999995,19,39.25
B (Inestable),FastAPI,IO,high,58.11269298291656,39.98667110963012,881.7808395200001,9.473,45.274,70,39.875
B (Inestable),FastAPI,CPU,medium,36.408980338974544,24.85009993337775,862.3355085999999,11.274000000000001,41.443,9,39.875
B (Inestable),FastAPI,CPU,medium,37.077651659337086,23.51765489673551,855.1379826899998,11.567,43.884,10,39.5
B (Inestable),Express,IO,high,56.66555196334619,41.5,878.53857995,5.322999999999999,38.812,76,39.0
B (Inestable),FastAPI,CPU,medium,34.7525104557422,28.314457028647567,864.3131422,10.794,41.467,10,38.875
B (Inestable),Express,CPU,medium,35.602433810586106,26.515656229180546,859.98912482,35.113,34.394999999999996,8,39.0
B (Inestable),FastAPI,CPU,high,71.30075499677439,26.391202932355885,858.6444833,21.147,41.70700000000001,25,39.5
B (Inestable),FastAPI,IO,low,5.727880150384574,41.19601328903654,887.01553792,1.409,44.554,12,39.375
B (Inestable),FastAPI,IO,low,5.5804456463173455,42.524916943521596,886.1100577799999,1.6480000000000001,42.494,10,39.5
B (Inestable),FastAPI,CPU,low,7.096288676236048,26.910299003322258,847.23525348,2.4959999999999996,41.314,3,39.125
B (Inestable),FastAPI,CPU,high,73.68312408343692,24.225258247250917,857.11163602,21.913999999999998,41.644,16,39.625
B (Inestable),Express,IO,high,60.24170820918275,37.86666666666667,878.8438273,4.7410000000000005,38.17100000000001,71,39.0
B (Inestable),Express,CPU,high,71.33327796653025,26.333333333333332,859.6428636999998,67.59199999999998,42.266000000000005,15,39.875
B (Inestable),FastAPI,CPU,low,6.9576426070530974,28.57142857142857,844.86653298,2.6150000000000007,43.661,2,39.25
B (Inestable),FastAPI,IO,low,5.612631883480151,42.19269102990033,874.74664975,1.3770000000000002,42.524,11,39.0
B (Inestable),FastAPI,CPU,high,71.55880295589137,26.124625124958346,859.10395859,21.34,41.495,15,39.0
B (Inestable),FastAPI,IO,high,59.41532322728508,38.62045984671776,882.6640582,9.687999999999999,45.597,72,39.875
B (Inestable),Express,IO,low,6.2131014293639035,36.21262458471761,877.423218,1.542,28.994,11,39.75
B (Inestable),FastAPI,CPU,low,7.1842288935966225,26.245847176079735,844.2105390399998,2.523,41.357,2,39.625
B (Inestable),FastAPI,CPU,low,7.067965584419646,27.906976744186046,878.70354835,2.835,43.483999999999995,3,39.875
B (Inestable),Express,IO,low,6.181018168006081,36.333333333333336,869.07477582,1.461,29.249000000000002,11,38.875
B (Inestable),Express,IO,low,5.7925824948520415,40.33333333333333,883.80446032,1.314,29.163,9,38.875
B (Inestable),Express,IO,medium,30.095642186742275,37.84143904063957,876.90152931,3.2119999999999997,35.707,43,39.375
B (Inestable),FastAPI,IO,medium,28.32123945815039,41.505662891405734,884.5454848400001,5.38,46.150000000000006,44,39.125
B (Inestable),FastAPI,IO,medium,27.274688938779907,43.666666666666664,881.91462862,5.449,45.64300000000001,40,39.625
B (Inestable),Express,IO,high,61.7363066048137,36.38787070976341,877.28209435,5.1370000000000005,38.47,71,39.0
B (Inestable),Express,CPU,medium,35.93352232025986,25.782811459027315,859.5466211599999,35.762,42.208000000000006,8,39.625
B (Inestable),FastAPI,IO,low,6.136106891291644,37.2093023255814,880.996422,1.52,42.359,9,39.875
B (Inestable),FastAPI,CPU,low,7.304845499578701,25.249169435215947,858.359857,2.808,41.32899999999999,4,38.875
B (Inestable),Express,CPU,medium,36.19144871918494,25.249833444370417,850.7746747599999,36.246,40.874,7,39.0
B (Inestable),Express,CPU,low,7.566622455028644,22.92358803986711,840.6488917099999,8.305,29.910999999999994,3,38.875
B (Inestable),FastAPI,IO,medium,29.760646191255518,38.57428381079281,883.1287256800001,5.385,44.358999999999995,44,39.0
B (Inestable),Express,CPU,low,7.269119524014705,25.91362126245847,849.252848,6.935,91.70199999999998,2,39.375
B (Inestable),Express,CPU,low,7.193270312205496,25.91362126245847,859.2977831400001,7.181,29.747000000000003,3,39.0
B (Inestable),Express,IO,high,59.06895773562244,39.0,879.02181768,4.746,38.592,79,39.25
B (Inestable),Express,IO,medium,28.146440339305645,41.86666666666667,881.2368719000001,3.2880000000000003,36.342,48,39.0
B (Inestable),FastAPI,IO,medium,27.612116116605858,42.93333333333334,883.1899090600001,5.513,47.105999999999995,41,39.375
B (Inestable),Express,IO,high,59.83704957182763,38.18727090969677,880.74081982,4.771,38.114000000000004,78,40.0
B (Inestable),Express,IO,low,6.111789284753782,37.2093023255814,876.107612,1.395,28.820999999999998,11,39.125
B (Inestable),FastAPI,CPU,low,7.510952809461274,23.588039867109632,851.78927458,2.484,41.425999999999995,4,39.375
B (Inestable),Express,IO,low,6.091046322517346,37.666666666666664,876.40895358,1.3900000000000001,28.791999999999994,13,39.0
B (Inestable),FastAPI,IO,high,57.93905285900238,40.166666666666664,882.426745,9.824000000000002,46.324,74,39.625
B (Inestable),Express,IO,medium,30.06942726476084,37.93333333333334,877.68604637,3.3870000000000005,35.854,43,39.0
