Requests_Per_Second,Latency_Mean_ms,Latency_P99_ms,Errors_Count
79,2.5216453164556962,2.75692842,0.0
81,2.5291412962962965,2.958356200000002,0.0
81,2.5471147901234565,3.34609800000001,0.0
83,2.538517963855422,3.205131439999999,0.0
83,2.5143051445783136,2.62991116,0.0
85,2.5622600941176468,3.7966415599999936,0.0
86,2.512156058139535,2.58200915,0.0
87,2.5549171494252874,3.44333638,0.0
88,2.527596590909091,2.8292951999999993,0.0
88,2.521128215909091,2.805800159999998,0.0
90,2.5271644777777778,2.8602808999999993,0.0
92,2.5426253260869562,3.3308096000000047,0.0
92,2.5143126413043477,2.75339329,0.0
93,2.5299584516129032,3.31918348,0.0
94,2.526261744680851,2.7457785499999914,0.0
95,2.5128001578947368,2.7642932,0.0
97,2.5420619793814434,3.140097119999994,0.0
97,2.506259474226804,2.5596766799999995,0.0
98,2.525202806122449,2.9895727700000005,0.0
100,2.51524245,2.77673902,0.0
100,2.56486399,2.9350026300000045,0.0
102,2.519426039215686,2.7499967499999993,0.0
103,2.5586203203883495,2.7662258,0.0
103,2.520341757281553,2.78678656,0.0
105,2.527232685714286,2.87846476,0.0
106,2.528688905660377,2.7654149500000003,0.0
107,2.5659285140186916,3.789779019999998,0.0
108,2.5108448055555557,2.7310737599999997,0.0
109,2.538513110091743,3.455793120000001,0.0
110,2.513058427272727,2.77182911,0.0
111,2.5287746306306307,3.1850747000000026,0.0
112,2.52601875,2.77393059,0.0
113,2.5423416902654865,2.7710204,0.0
115,2.527567686956522,3.0094024999999998,0.0
115,2.5228730173913045,2.75520318,0.0
116,2.5358477844827587,3.0744971999999997,0.0
118,2.50708006779661,2.62828966,0.0
118,2.5633079237288134,3.540340469999999,0.0
120,2.5119235583333337,2.66753441,0.0
120,2.513736033333333,2.8076600100000006,0.0
122,2.510814344262295,2.5878089,0.0
123,2.5606988292682926,3.68112456,0.0
124,2.511714798387097,2.7131337700000002,0.0
124,2.517447927419355,3.0202674699999985,0.0
126,2.5300632857142857,2.680055,0.0
127,2.5466002834645667,3.388888079999997,0.0
128,2.5370697890625,2.79985513,0.0
129,2.539862124031008,3.35419996,0.0
130,2.5116415,2.62529341,0.0
131,2.512586511450382,2.7582853999999997,0.0
133,2.579092218045113,3.6417225200000063,0.0
133,2.511282233082707,2.5539072800000002,0.0
