Requests_Per_Second,Latency_Mean_ms,Latency_P99_ms,Errors_Count
11,4.204585727272727,22.238508800000005,0.0
12,1.6372954166666667,2.0612991,0.0
12,1.4047988333333334,2.3440565400000004,0.0
14,1.348471,2.13065662,0.0
15,1.3755468,1.9165034799999998,0.0
16,1.3089340625,1.8381976999999998,0.0
17,1.3410775294117647,2.08830052,0.0
18,1.4303615555555558,2.51622622,0.0
19,1.2906097368421054,2.35502346,0.0
20,1.1088626,1.3727873199999998,0.0
21,1.2451194761904762,2.3360122,0.0
22,1.087201,1.54649105,0.0
24,1.183737875,1.9963642799999999,0.0
24,1.084759,1.56482944,0.0
26,1.1194917307692307,2.22862075,0.0
26,1.1466811538461539,2.358969,0.0
27,1.0401948518518518,1.9092962599999992,0.0
29,0.9781515172413793,2.3807325599999984,0.0
30,1.0412879666666666,2.21825983,0.0
30,1.0018146333333333,2.4204455600000006,0.0
32,0.94272740625,1.51735466,0.0
33,0.9530762424242425,2.22819148,0.0
34,1.1631388235294118,4.391256760000005,0.0
35,0.7480762,1.3615843799999998,0.0
36,0.8069042777777777,3.2550476999999995,0.0
37,0.6468701621621622,1.25999868,0.0
38,0.6373872368421052,1.6094658500000023,0.0
39,0.5714654871794872,1.01423862,0.0
40,0.5939413,1.14712511,0.0
41,0.5025813658536585,1.417504400000001,0.0
43,0.7020228139534883,3.5093288199999995,0.0
43,0.5572557441860465,1.4750983599999987,0.0
44,0.4720984545454545,1.3034574600000002,0.0
46,0.4960059130434783,1.1019024999999991,0.0
46,0.6040316739130435,2.344160399999998,0.0
48,0.60176025,2.4538237600000015,0.0
48,0.553164625,1.2835183600000002,0.0
50,0.56550892,2.228975979999996,0.0
51,0.5656620980392156,2.379252,0.0
52,0.4816044423076923,0.80350854,0.0
52,0.6875776923076924,4.933378820000002,0.0
54,0.4425209259259259,0.8872228,0.0
55,0.43471625454545454,0.8453028800000001,0.0
56,0.48637560714285716,2.1130604500000083,0.0
57,0.42427794736842106,0.8452808799999997,0.0
58,0.4876146379310345,1.6541219799999998,0.0
60,0.41706355,0.74786899,0.0
60,0.4307146833333333,1.187960519999997,0.0
61,0.44833422950819674,1.0474629999999994,0.0
63,0.5589583968253968,3.612493300000014,0.0
63,0.4208690158730159,0.8741920000000005,0.0
64,0.4433494375,1.0567996799999997,0.0
66,0.4516693181818182,1.0413565999999992,0.0
66,0.4795106060606061,2.2637468499999844,0.0
68,0.5980679411764707,3.208350639999996,0.0
69,0.46192246376811597,2.571777399999999,0.0
70,0.4578193285714286,2.084805740000009,0.0
70,0.37956878571428576,0.9958921800000007,0.0
72,0.35112958333333333,0.7236548500000003,0.0
73,0.3929288493150685,0.9677674800000003,0.0
74,0.4088763648648649,1.471415009999997,0.0
75,0.3664305466666667,0.9044108200000027,0.0
76,0.3619484736842105,0.84409025,0.0
77,0.42409548051948054,2.655280199999991,0.0
78,0.3725659358974359,0.8305546700000004,0.0
80,0.41005058749999995,2.204540029999985,0.0
80,0.3958585,1.4220474099999854,0.0
81,0.3339576543209877,0.6444282000000002,0.0
83,0.43146773493975904,2.305021659999957,0.0
83,0.3911800722891566,1.4486681199999774,0.0
85,0.36938594117647056,1.1192760399999975,0.0
85,0.3469274823529412,0.7972836399999987,0.0
87,0.431173908045977,3.0048655600000007,0.0
87,0.35461001149425286,1.1758558600000004,0.0
89,0.3719745056179775,1.3185027600000085,0.0
90,0.3798095777777778,2.2640775200000003,0.0
91,0.3666595164835165,1.1585493999999845,0.0
92,0.35487973913043475,0.8118178300000115,0.0
93,0.36569361290322583,1.0810769999999972,0.0
94,0.3285056382978723,0.6360796299999992,0.0
95,0.3127135052631579,0.35158444000000016,0.0
96,0.36828996875000003,1.5828426999999994,0.0
97,0.38768846391752576,2.7123813599999997,0.0
98,0.36058655102040815,0.9432752800000023,0.0
100,0.40935834,1.8143757200000123,0.0
100,0.35699464,0.9854198500000116,0.0
101,0.3894140198019802,3.106472,0.0
103,0.36194383495145627,1.144533480000001,0.0
103,0.340971640776699,0.8889228800000006,0.0
105,0.36901804761904766,2.1534083999999982,0.0
105,0.40033878095238096,2.262549359999995,0.0
107,0.45799008411214953,2.311445499999999,0.0
108,0.3638138611111111,1.4228602399999963,0.0
109,0.3291274678899082,1.0064868400000002,0.0
110,0.3205562545454545,0.8356393099999984,0.0
110,0.42731898181818184,3.820205369999993,0.0
112,0.32766725,0.79577085,0.0
113,0.3326612920353982,1.0269447199999993,0.0
114,0.3376212017543859,0.9096431100000015,0.0
116,0.33722643965517246,1.317038449999997,0.0
116,0.4059999655172414,1.7760667499999963,0.0
117,0.3174267948717949,0.717720760000001,0.0
118,0.31221304237288133,0.5471732699999999,0.0
120,0.305188575,0.36478727000000005,0.0
120,0.3787776583333333,2.9124480200000047,0.0
121,0.30743023966942146,0.48367699999999964,0.0
123,0.34764498373983743,0.8894917200000001,0.0
123,0.31199043089430895,0.3435556,0.0
125,0.358852664,1.2189642800000022,0.0
126,0.3380350476190476,0.5571205,0.0
127,0.32535648818897633,0.8805861599999983,0.0
127,0.31614558267716536,0.5126818799999988,0.0
129,0.364321511627907,1.5485129199999994,0.0
130,0.31758584615384616,0.5985052399999996,0.0
131,0.377986320610687,2.999779799999989,0.0
132,0.30325958333333336,0.34315931,0.0
133,0.40146766917293236,3.3329941200000164,0.0
134,0.3246285447761194,0.6442382199999978,0.0
135,0.3772968,3.448132759999999,0.0
137,0.3468571313868613,1.1643797999999972,0.0
137,0.38806921167883207,3.169488839999948,0.0
138,0.36072403623188404,1.4770089099999981,0.0
140,0.32547296428571426,0.3614537999999998,0.0
140,0.31946293571428575,0.7698904299999947,0.0
142,0.37169614788732397,0.8425977300000006,0.0
142,0.4043753873239436,2.969935990000007,0.0
144,0.34255893055555553,0.7185196199999995,0.0
145,0.40661618620689655,2.8358126000000055,0.0
145,0.37835628275862065,2.134940280000005,0.0
147,0.36716695238095237,1.2996732399999953,0.0
148,0.3338062635135135,0.8408109300000003,0.0
148,0.5083853175675676,3.8364992200000003,0.0
151,0.6778778344370862,3.4067685,0.0
151,0.44046139072847684,2.9790305,0.0
152,0.42186083552631576,2.813489490000009,0.0
153,0.39836052941176475,2.7992380399999828,0.0
154,0.4156362597402598,3.1713232899999997,0.0
155,0.48295465806451615,3.7346781200000034,0.0
156,0.3029180192307693,0.6933015999999996,0.0
158,0.29699967088607593,0.8284148500000035,0.0
158,0.30844103164556963,0.9010229700000001,0.0
160,0.2768677125,0.5274356999999995,0.0
160,0.3773224125,2.9111666099999978,0.0
162,0.30964441975308643,1.2073707299999952,0.0
163,0.2835671165644172,0.7334902599999998,0.0
163,0.27417969325153374,0.3382281399999995,0.0
165,0.30936585454545457,1.1386936399999987,0.0
166,0.27673756024096385,0.6931630499999994,0.0
167,0.2736811137724551,0.41154212000000007,0.0
168,0.2934700416666667,0.7839345500000011,0.0
168,0.31116101785714284,1.5182259000000444,0.0
170,0.3116228529411765,1.813537880000004,0.0
172,0.2842411918604651,0.8215097599999981,0.0
172,0.28699297093023257,0.533300169999998,0.0
173,0.3375502716763006,2.3224444400000013,0.0
174,0.2849401091954023,1.1053854800000025,0.0
175,0.2769621428571429,0.5706927599999979,0.0
177,0.3554504350282486,2.3819215600000105,0.0
177,0.2666326497175141,0.29951936,0.0
178,0.29759943258426963,0.9295790499999974,0.0
180,0.2708055111111111,0.33001987000000027,0.0
181,0.2899796574585635,0.7608861999999947,0.0
181,0.3081267569060774,1.0705591999999888,0.0
183,0.28458224043715846,0.7171423800000012,0.0
184,0.2727026847826087,0.4347365199999991,0.0
184,0.2973424293478261,0.9342501499999925,0.0
186,0.26739916666666663,0.306385,0.0
187,0.31188948663101607,1.5223489199999878,0.0
188,0.2865421117021277,0.34239019999999915,0.0
189,0.31084177248677247,2.5932664400000003,0.0
